Time,Imbalance Purchase Price,Imbalance,Solar,Wind,Consumption Total
21.01.2024/08:00,63.0,-296.440636,0.080412,160.881444,6283.568704
21.01.2024/09:00,63.5,-286.950124,0.079944,132.72744,6401.826292
21.01.2024/10:00,63.0,-336.308276,0.088556,163.859448,6508.00442
21.01.2024/11:00,65.0,-359.461404,0.084008,177.611436,6484.298432
21.01.2024/12:00,69.0,-273.489044,0.091484,201.021252,6441.402608
21.01.2024/13:00,69.0,-267.670444,0.088664,189.56944,6395.712764
21.01.2024/14:00,58.02,-248.698296,0.086404,201.65544,6349.01336
21.01.2024/15:00,64.0,-256.920808,0.087704,201.432256,6365.540144
21.01.2024/16:00,65.0,-199.139324,0.0824,192.566424,6442.036692
21.01.2024/17:00,71.0,-207.50836,0.07334,170.909256,6416.268724
21.01.2024/18:00,71.0,-153.193248,0.069904,161.386256,6300.210904
21.01.2024/19:00,68.5,-166.924956,0.066312,108.65826,6176.582952
21.01.2024/20:00,63.5,-198.191052,0.064952,81.750256,6047.434708
21.01.2024/21:00,56.7,-72.995832,0.06588,94.305256,5887.16588
21.01.2024/22:00,56.06,-22.58588,0.068104,110.920252,5665.588532
21.01.2024/23:00,55.03,72.220672,0.069172,107.244248,5452.961044
22.01.2024/00:00,50.35,89.55859799999999,0.07213800000000001,98.91624700000001,5246.202506
22.01.2024/01:00,49.95,157.94329100000002,0.069246,169.834255,5128.931088
22.01.2024/02:00,46.02,198.727397,0.072092,209.98525700000002,5029.378629
22.01.2024/03:00,3.0,248.004639,0.0697,225.745255,4969.501731
22.01.2024/04:00,1.0,234.234819,0.070844,224.488254,5005.253033999999
22.01.2024/05:00,5.0,280.204924,0.06811600000000001,221.68825199999998,5122.695598
22.01.2024/06:00,24.0,333.186853,0.069978,224.17242000000002,5478.652056999999
22.01.2024/07:00,59.84,360.951994,0.073322,224.170254,5921.170358
22.01.2024/08:00,50.0,479.80445000000003,0.076476,210.321253,5990.571663000001
22.01.2024/09:00,50.0,490.802299,0.08240600000000001,210.58425699999998,5931.927691
22.01.2024/10:00,50.0,373.83880100000005,0.19754400000000003,207.53225500000002,5917.349150999999
22.01.2024/11:00,51.5,482.599955,0.70454,257.35138700000005,5842.118076000001
22.01.2024/12:00,42.0,439.00592,1.246748,278.178342,5795.115429
22.01.2024/13:00,38.5,487.440915,1.42524,276.82836199999997,5719.793152
22.01.2024/14:00,40.5,498.93276000000003,1.109383,274.890161,5656.082092000001
22.01.2024/15:00,50.0,606.311434,0.25019199999999997,283.12122999999997,5590.698248999999
22.01.2024/16:00,53.0,538.00585,0.114719,283.896403,5731.712385
22.01.2024/17:00,58.0,519.698311,0.110789,278.96553500000005,5747.652667
22.01.2024/18:00,54.0,500.67909399999996,0.106266,285.74147000000005,5674.444683
22.01.2024/19:00,52.0,539.329299,0.101046,294.665475,5607.764308
22.01.2024/20:00,45.5,504.26271399999996,0.100412,296.14764,5559.518232
22.01.2024/21:00,39.0,569.770548,0.097068,292.280559,5413.114496
22.01.2024/22:00,39.0,584.901134,0.100734,291.267567,5192.875911
22.01.2024/23:00,16.67,627.977926,0.09886,304.155567,4940.879853
23.01.2024/00:00,17.0,391.250357,0.095214,304.963834,4745.342396
23.01.2024/01:00,10.5,411.051809,0.09518800000000001,301.215667,4615.425934999999
23.01.2024/02:00,2.5,400.337214,0.097692,305.993569,4546.022545000001
23.01.2024/03:00,0.0,393.952309,0.09421,307.696736,4535.905815
23.01.2024/04:00,2.0,383.55157199999996,0.093724,301.525696,4523.530203
23.01.2024/05:00,10.5,352.889216,0.094472,289.834517,4679.427548
23.01.2024/06:00,37.5,314.18683899999996,0.09957600000000001,275.375826,5123.532497
23.01.2024/07:00,51.0,426.340234,0.11702800000000001,303.078798,5594.262836
23.01.2024/08:00,51.0,442.62787799999995,0.11479400000000001,298.408037,5710.720838
23.01.2024/09:00,52.5,499.96288699999997,0.274654,289.849124,5665.297839
23.01.2024/10:00,50.5,599.185439,2.026114,293.315252,5553.879378
23.01.2024/11:00,44.5,667.801579,6.021028,291.2516,5407.396003
23.01.2024/12:00,39.5,696.875221,8.690894,256.252873,5296.7918549999995
23.01.2024/13:00,40.23,606.359286,7.87769,189.558426,5219.831959
23.01.2024/14:00,49.5,634.59619,4.114590000000001,174.86841800000002,5200.587671
23.01.2024/15:00,64.64,710.891398,0.6182430000000001,123.35839700000001,5314.58104
23.01.2024/16:00,54.98,564.2846420000001,0.119595,76.333486,5620.124485
23.01.2024/17:00,53.5,411.239416,0.125211,40.56199,5732.148795
23.01.2024/18:00,51.5,355.24608000000006,0.142262,74.612642,5721.619796
23.01.2024/19:00,50.5,279.54603499999996,0.10803099999999999,90.843609,5668.709089
23.01.2024/20:00,52.0,429.728075,0.09730399999999999,149.263677,5634.891562999999
23.01.2024/21:00,48.0,481.95322,0.10237399999999999,261.714589,5533.6062249999995
23.01.2024/22:00,59.0,420.063118,0.094374,305.419872,5355.806798
23.01.2024/23:00,47.0,364.06426300000004,0.090974,298.929662,5112.298347
24.01.2024/00:00,55.5,83.794126,0.09215,278.021596,4910.00214
24.01.2024/01:00,50.0,129.61994399999998,0.09464,268.60474899999997,4776.660372
24.01.2024/02:00,12.69,108.58466899999999,0.09217600000000001,290.23766,4743.295025
24.01.2024/03:00,0.67,179.91315600000001,0.090144,293.759628,4711.048697
24.01.2024/04:00,0.67,211.118017,0.092914,275.47171000000003,4711.731885
24.01.2024/05:00,0.67,237.996201,0.09190400000000001,217.58771000000002,4819.814525
24.01.2024/06:00,25.5,219.687975,0.10317000000000001,164.664627,5277.743695
24.01.2024/07:00,49.44,128.327519,0.11371999999999999,80.218648,5765.515999000001
24.01.2024/08:00,58.0,141.480643,0.12161599999999999,51.905243999999996,5878.101659
24.01.2024/09:00,54.31,156.235464,0.13350800000000002,33.677243,5855.263489
24.01.2024/10:00,56.0,163.706332,0.291176,21.60562,5846.506694
24.01.2024/11:00,56.0,196.00197699999998,0.533608,7.383000000000001,5788.596797
24.01.2024/12:00,53.78,204.456343,0.49545799999999995,1.115,5731.071088000001
24.01.2024/13:00,53.5,254.12532100000004,0.41003200000000006,0.005,5658.025084999999
24.01.2024/14:00,41.0,195.795097,0.19125199999999998,0.243,5695.428256
24.01.2024/15:00,49.0,105.551975,0.14132,1.654,5788.141271
24.01.2024/16:00,60.0,43.823597,0.114114,0.632323,5958.526878
24.01.2024/17:00,66.5,45.435803,0.11016000000000001,1.251311,5952.443258
24.01.2024/18:00,65.0,69.175662,0.106234,2.258622,5847.801969000001
24.01.2024/19:00,64.0,29.570759,0.094218,4.037248,5808.30441
24.01.2024/20:00,63.0,11.036769999999999,0.10181,7.9542470000000005,5757.395147
24.01.2024/21:00,60.0,208.933602,0.104922,12.568579,5627.729826999999
24.01.2024/22:00,60.0,144.007354,0.103906,8.891958,5444.9494159999995
24.01.2024/23:00,56.0,73.076404,0.100184,9.25177,5249.785248
25.01.2024/00:00,54.5,192.380104,0.100054,18.337439,5041.747857
25.01.2024/01:00,40.0,229.31014199999998,0.095644,42.223461,4883.978797
25.01.2024/02:00,35.0,277.540197,0.097568,93.144445,4783.710212
25.01.2024/03:00,35.0,275.664116,0.095794,147.33646800000002,4734.941887000001
25.01.2024/04:00,44.0,228.612126,0.09570600000000001,166.09056999999999,4788.712461
25.01.2024/05:00,53.13,117.30335000000001,0.105086,196.234396,4968.898857
25.01.2024/06:00,53.5,226.710064,0.10230800000000001,242.401504,5448.8848069999995
25.01.2024/07:00,59.0,180.48543899999999,0.10360400000000002,266.86238299999997,6020.754938
25.01.2024/08:00,62.0,152.78354099999999,0.107288,255.35347900000002,6153.478049
25.01.2024/09:00,62.0,190.460039,0.240592,278.02046900000005,6149.883324
25.01.2024/10:00,60.0,200.86273599999998,1.985708,251.583292,6086.692556999999
25.01.2024/11:00,56.0,337.30492200000003,4.744048,257.271279,5898.557445
25.01.2024/12:00,55.0,332.449424,6.587675999999999,216.69233,5764.540083
25.01.2024/13:00,55.0,376.413965,6.0823100000000005,184.51309,5654.654334999999
25.01.2024/14:00,55.0,345.05012899999997,2.598568,153.05807000000001,5661.134958999999
25.01.2024/15:00,56.0,355.050289,0.446092,140.239206,5754.255051
25.01.2024/16:00,58.0,264.862885,0.10767499999999999,122.33035800000002,5943.424891000001
25.01.2024/17:00,59.5,81.36553599999999,0.383837,97.44837899999999,6014.059129
25.01.2024/18:00,58.11,162.04650999999998,0.283405,47.15439,5926.360677
25.01.2024/19:00,56.0,199.12855599999997,0.10082200000000001,31.590404,5915.914402
25.01.2024/20:00,57.0,43.788441,0.10077799999999999,46.116512,5965.8589569999995
25.01.2024/21:00,59.0,12.237539,0.102504,59.293145,5931.59176
25.01.2024/22:00,59.5,42.875112,0.100676,89.187347,5801.991728999999
25.01.2024/23:00,55.0,113.178181,0.101464,154.92446700000002,5563.186443
26.01.2024/00:00,55.0,34.481564000000006,0.09751,214.071194,5345.179673
26.01.2024/01:00,60.82,-20.356329,0.102362,215.54422,5244.444471
26.01.2024/02:00,58.49,-5.432115,0.098968,203.123539,5130.131254
26.01.2024/03:00,55.94,-39.276907,0.099334,207.34533199999998,5081.114157
26.01.2024/04:00,54.75,50.028681000000006,0.09781999999999999,240.356247,5055.352881000001
26.01.2024/05:00,52.16,55.355768000000005,0.10032,242.161237,5182.774791
26.01.2024/06:00,57.95,32.276816000000004,0.105206,257.499256,5588.625837
26.01.2024/07:00,72.0,-71.124473,0.10626999999999999,244.843295,6139.671233000001
26.01.2024/08:00,74.19,-77.119295,0.11334599999999999,248.709368,6280.096557
26.01.2024/09:00,70.5,6.329156000000001,0.109518,264.268475,6199.267333
26.01.2024/10:00,54.32,37.479268000000005,0.113174,263.91720399999997,6179.289763999999
26.01.2024/11:00,53.65,12.160497,0.11791399999999999,208.50421799999998,6168.743571
26.01.2024/12:00,63.0,-116.76953700000001,0.129716,180.55329,6191.161006
26.01.2024/13:00,63.0,8.442666000000006,0.130932,180.12134500000002,6180.7886
26.01.2024/14:00,55.0,40.537859000000005,0.113052,152.00421,6159.50327
26.01.2024/15:00,41.0,13.860033,0.111614,73.972508,6083.42601
26.01.2024/16:00,54.86,-73.92046400000001,0.113523,31.287248,6070.094959
26.01.2024/17:00,66.0,-136.67136,0.111198,3.65993,6064.114958
26.01.2024/18:00,66.0,-186.42183300000002,0.109084,18.763249000000002,5946.017924
26.01.2024/19:00,64.0,-191.99679,0.10489,83.142434,5843.236070000001
26.01.2024/20:00,55.94,-12.208338000000001,0.098364,198.90228100000002,5666.089100000001
26.01.2024/21:00,55.97,55.518569,0.107,244.404314,5486.082673000001
26.01.2024/22:00,49.0,31.390187,0.098888,226.527482,5389.670424
26.01.2024/23:00,49.0,8.570159,0.100604,222.897436,5260.306877
27.01.2024/00:00,56.07,-35.310945999999994,0.09830000000000001,228.301522,5117.038694
27.01.2024/01:00,56.57,0.525709,0.09541200000000001,216.498347,4994.97412
27.01.2024/02:00,60.0,-83.566731,0.096052,155.67450399999998,4948.697245
27.01.2024/03:00,60.0,-78.91347700000001,0.094988,126.18952800000001,4910.984856
27.01.2024/04:00,60.0,-28.769156,0.092062,181.189304,4915.997772
27.01.2024/05:00,60.0,4.317099000000001,0.092774,261.603559,4936.419094
27.01.2024/06:00,50.5,0.7807900000000001,0.097852,296.620463,5079.523354
27.01.2024/07:00,50.5,-38.935851,0.10333800000000001,307.869413,5264.786382
27.01.2024/08:00,50.5,-72.668414,0.10774800000000001,304.452491,5477.361440000001
27.01.2024/09:00,50.5,-110.241587,0.169653,304.214299,5698.541544
27.01.2024/10:00,53.65,-16.671773,0.7705,304.641431,5746.612660999999
27.01.2024/11:00,56.61,130.25298899999999,1.5910330000000001,309.247196,5676.026728
27.01.2024/12:00,55.84,164.642062,1.198909,308.604018,5583.652641
27.01.2024/13:00,55.48,86.955897,0.466609,305.586043,5519.814144
27.01.2024/14:00,57.54,56.57168299999999,0.154312,307.51108500000004,5522.489996
27.01.2024/15:00,57.95,-9.253778999999998,0.11723,309.735235,5536.212092
27.01.2024/16:00,58.93,11.633208999999995,0.11023200000000001,314.985409,5626.485387999999
27.01.2024/17:00,59.96,-36.594280999999995,0.099276,315.301318,5703.173775
27.01.2024/18:00,53.65,-28.296039,0.098488,316.911322,5654.656393
27.01.2024/19:00,49.0,-24.338875,0.092764,309.28534,5532.435319999999
27.01.2024/20:00,49.0,-30.500055,0.08928599999999999,281.01521,5369.255284
27.01.2024/21:00,45.0,14.958829000000001,0.09462599999999999,281.931312,5194.58273
27.01.2024/22:00,45.0,65.460321,0.08979399999999998,282.77821400000005,5033.474991
27.01.2024/23:00,45.0,129.851659,0.08992,284.308215,4892.652543
28.01.2024/00:00,48.5,74.807928,0.09056,280.158266,4715.512597000001
28.01.2024/01:00,41.0,103.671369,0.08307200000000001,281.73836500000004,4607.36601
28.01.2024/02:00,41.5,147.719508,0.09016400000000001,296.962415,4525.074426
28.01.2024/03:00,41.5,167.789753,0.08925000000000001,284.738517,4460.604922
28.01.2024/04:00,49.5,170.716457,0.094196,289.680333,4425.375046
28.01.2024/05:00,55.96,190.03610899999998,0.088638,297.05131700000004,4450.037188
28.01.2024/06:00,46.5,227.06760700000004,0.092906,303.807283,4515.257155
28.01.2024/07:00,45.5,213.51494599999998,0.099316,293.801315,4617.4618009999995
28.01.2024/08:00,39.0,210.183667,0.09861,301.56333,4768.959217
28.01.2024/09:00,39.0,152.86404100000001,0.104582,281.429302,4942.716719
28.01.2024/10:00,32.5,148.496508,0.13834399999999997,299.647116,5093.19709
28.01.2024/11:00,32.5,177.42161,0.21221,279.625991,5150.984044
28.01.2024/12:00,6.57,179.42894900000002,0.26050199999999996,264.02415799999994,5198.245937
28.01.2024/13:00,6.57,173.699522,0.192136,282.875942,5223.607443999999
28.01.2024/14:00,51.93,119.99283,0.158644,287.671177,5235.635965
28.01.2024/15:00,55.13,111.290479,0.12071,296.508245,5249.6962570000005
28.01.2024/16:00,57.93,94.39816300000001,0.099752,300.071371,5347.694378
28.01.2024/17:00,57.86,137.640222,0.093556,307.467635,5359.844444
28.01.2024/18:00,57.33,133.311785,0.09108,312.71335,5326.256275
28.01.2024/19:00,56.61,96.46934200000001,0.094722,313.204362,5251.275146
28.01.2024/20:00,55.96,144.245287,0.095104,312.190419,5173.159265
28.01.2024/21:00,55.39,97.15180600000001,0.09618199999999999,305.93149999999997,5050.217909
28.01.2024/22:00,55.31,120.818592,0.09392400000000001,303.234512,4881.666672
28.01.2024/23:00,54.26,168.10520699999998,0.090652,305.018515,4695.00916
29.01.2024/00:00,50.09,83.337658,0.08815399999999998,310.244553,4569.593412
29.01.2024/01:00,48.77,59.87327500000001,0.088728,310.23354,4473.700468999999
29.01.2024/02:00,49.55,110.621371,0.088132,309.620601,4360.331754
29.01.2024/03:00,49.56,182.452206,0.085996,311.651431,4293.258349
29.01.2024/04:00,46.0,197.94611,0.09027,308.309524,4293.25352
29.01.2024/05:00,46.0,134.99743,0.087362,291.52961100000005,4443.696002000001
29.01.2024/06:00,44.0,215.413025,0.09402,288.563402,4918.694108000001
29.01.2024/07:00,50.0,168.749711,0.09567,266.203493,5481.917744
29.01.2024/08:00,50.0,230.128284,0.09717999999999999,275.494216,5638.069922000001
29.01.2024/09:00,48.0,219.22143300000002,0.15174200000000002,252.106474,5598.3346
29.01.2024/10:00,48.0,299.226048,1.055342,244.36112500000002,5526.072792999999
29.01.2024/11:00,50.0,358.207319,2.714562,194.406009,5409.373027000001
29.01.2024/12:00,54.0,374.74524499999995,1.8774659999999999,143.743185,5299.024166
29.01.2024/13:00,55.0,304.22076500000003,0.603032,89.944235,5265.486499999999
29.01.2024/14:00,55.0,316.996964,0.32626199999999994,76.431034,5256.166379
29.01.2024/15:00,60.0,348.98592099999996,0.15082,78.049102,5247.751832
29.01.2024/16:00,56.0,328.703488,0.09975200000000001,65.791391,5384.498843
29.01.2024/17:00,61.0,229.697257,0.434629,68.372675,5478.187225
29.01.2024/18:00,57.0,246.666059,0.42325,46.721609,5444.6666510000005
29.01.2024/19:00,56.0,218.306322,0.093172,39.0055,5404.041722
29.01.2024/20:00,58.5,193.240781,0.09803,31.603642,5379.035639
29.01.2024/21:00,58.51,145.733856,0.092134,19.456560000000003,5283.723095
29.01.2024/22:00,58.37,177.27948500000002,0.09269000000000001,12.68532,5175.484777
29.01.2024/23:00,55.0,126.58248799999998,0.09740199999999999,5.13232,4987.142924000001
30.01.2024/00:00,55.0,92.953544,0.097994,2.109392,4821.8348399999995
30.01.2024/01:00,59.6,91.027944,0.09331199999999999,0.03,4690.7158899999995
30.01.2024/02:00,59.29,73.956795,0.09873000000000001,0.0,4640.524902
30.01.2024/03:00,59.16,61.922855999999996,0.09207200000000001,3.601064,4629.591736
30.01.2024/04:00,55.0,80.238588,0.094368,7.34825,4659.812405000001
30.01.2024/05:00,55.0,51.283789,0.08984400000000001,3.243248,4835.297247
30.01.2024/06:00,55.0,-22.479481999999997,0.094578,2.735422,5340.156989
30.01.2024/07:00,70.69,19.280382000000003,0.09807600000000001,9.199249,5852.048543000001
30.01.2024/08:00,83.51,-33.018508000000004,0.10172999999999999,8.154424,5908.991765000001
30.01.2024/09:00,82.22,-82.288075,0.1116,3.810312,5927.275197999999
30.01.2024/10:00,74.68,-126.92098399999999,0.158994,3.49,5966.295078
30.01.2024/11:00,80.5,-196.632917,0.186772,13.161225,6034.19537
30.01.2024/12:00,72.5,-174.715681,0.173574,26.671113000000002,6056.316153
30.01.2024/13:00,75.0,-128.072591,0.151682,33.119104,6027.114974
30.01.2024/14:00,74.5,-146.053167,0.11752200000000002,39.975981,6047.678413
30.01.2024/15:00,74.0,-120.193686,0.10700799999999999,32.697751000000004,6051.166313000001
30.01.2024/16:00,74.0,-133.398164,0.09941399999999999,12.649,6138.759988
30.01.2024/17:00,77.0,-139.02319799999998,0.101132,4.516,6125.124568
30.01.2024/18:00,76.0,-107.17717999999999,0.09775599999999998,0.45699999999999996,6019.207281
30.01.2024/19:00,72.5,-61.246926,0.093678,9.704176,5925.83498
30.01.2024/20:00,66.0,0.8218940000000003,0.09139800000000001,13.107247,5823.370902
30.01.2024/21:00,55.53,25.000071,0.095776,28.523213,5720.312269
30.01.2024/22:00,55.16,57.595245000000006,0.087778,29.790792,5527.849435
30.01.2024/23:00,54.84,51.02678,0.09251400000000001,54.132045999999995,5318.240745
31.01.2024/00:00,53.15,-118.313863,0.090968,60.735762,5167.690802
31.01.2024/01:00,52.92,-158.70797199999998,0.08962,47.414744,5094.001958
31.01.2024/02:00,52.79,-128.525845,0.091448,40.173828,5028.41006
31.01.2024/03:00,52.59,-62.625595000000004,0.09211,75.69067000000001,5012.521815
31.01.2024/04:00,52.93,-33.972774,0.093366,135.990841,5075.304432
31.01.2024/05:00,53.97,-27.709960000000002,0.09356199999999999,143.076894,5235.045813
31.01.2024/06:00,55.01,-105.385668,0.09703800000000001,191.335814,5752.870088999999
31.01.2024/07:00,56.91,-196.651464,0.10277599999999999,204.72370700000002,6322.492273
31.01.2024/08:00,57.9,-230.292412,0.11079,223.863734,6448.711422
31.01.2024/09:00,48.0,-198.921098,0.14573799999999998,273.91022999999996,6448.326145999999
31.01.2024/10:00,48.0,-192.944261,0.16110600000000003,291.835168,6389.674168
31.01.2024/11:00,50.0,-321.035993,0.38214400000000004,307.16387000000003,6292.069665
31.01.2024/12:00,50.0,-331.057769,0.411604,310.233877,6220.060844
31.01.2024/13:00,53.24,-326.147868,0.370008,309.096588,6124.7955790000005
31.01.2024/14:00,53.15,-308.582424,0.148874,307.06368,6066.874080999999
31.01.2024/15:00,52.85,-302.78102,0.114512,291.30464800000004,6057.333418
31.01.2024/16:00,55.0,-339.448505,0.101748,272.04268,6134.850437
31.01.2024/17:00,62.0,-398.574728,0.097884,245.24975,6113.738866
31.01.2024/18:00,58.0,-380.570849,0.095444,250.268777,6012.320149
31.01.2024/19:00,58.0,-388.961465,0.095036,252.56006599999998,5909.305135
31.01.2024/20:00,58.0,-264.41512800000004,0.09495999999999999,256.680747,5742.067590000001
31.01.2024/21:00,57.0,-166.744192,0.09577200000000001,252.248592,5541.950167999999
31.01.2024/22:00,55.0,-76.694094,0.10128200000000001,260.187677,5326.7147239999995
31.01.2024/23:00,56.0,-1.0498360000000027,0.104186,268.617612,5085.988628
01.02.2024/00:00,56.0,-73.56468,0.09649200000000001,278.007448,4835.160162
01.02.2024/01:00,52.5,-94.46212400000002,0.098586,271.679462,4749.545392
01.02.2024/02:00,52.5,-79.312771,0.09926800000000001,260.964456,4657.872025
01.02.2024/03:00,52.5,-25.893154,0.09830599999999999,278.15547399999997,4613.640713999999
01.02.2024/04:00,48.22,-8.090653,0.099194,288.591409,4603.938802
01.02.2024/05:00,50.86,21.668406,0.099304,295.998402,4761.933935999999
01.02.2024/06:00,51.85,-3.7022340000000042,0.10414,303.375501,5254.616648
01.02.2024/07:00,64.0,-115.481879,0.114468,299.583394,5845.925569
01.02.2024/08:00,64.0,-25.570318999999998,0.134636,297.269483,5923.202567
01.02.2024/09:00,62.0,12.912270999999999,0.501584,295.835694,5860.2745749999995
01.02.2024/10:00,53.03,47.821412,3.072472,293.23142400000006,5781.649045
01.02.2024/11:00,52.34,54.643257,6.665428000000001,289.242382,5617.418125
01.02.2024/12:00,52.38,90.000482,10.682666,247.35638600000001,5421.612238
01.02.2024/13:00,51.93,132.054564,10.34515,251.95308899999998,5288.094661
01.02.2024/14:00,51.9,168.17572300000003,6.385104,252.29107199999999,5251.414919999999
01.02.2024/15:00,52.28,117.84339500000002,1.6703709999999998,213.614207,5348.580941
01.02.2024/16:00,53.42,96.769127,0.13124999999999998,228.882362,5564.381450000001
01.02.2024/17:00,65.0,4.823304,0.09910200000000001,239.36938600000002,5743.7994579999995
01.02.2024/18:00,65.0,93.237461,0.10050800000000001,268.058394,5714.763870999999
01.02.2024/19:00,55.06,15.913293000000001,0.10209,254.093411,5685.1351460000005
01.02.2024/20:00,55.03,11.203305,0.095912,269.500524,5639.527156
01.02.2024/21:00,54.93,63.03139,0.089876,286.223156,5546.380048999999
01.02.2024/22:00,54.79,87.905922,0.097884,306.017533,5381.085784999999
01.02.2024/23:00,54.32,174.357874,0.090782,300.720301,5146.972708
02.02.2024/00:00,47.0,177.513442,0.086964,286.96043,4915.937925
02.02.2024/01:00,45.0,192.80487,0.09195600000000001,227.49425200000002,4801.483063
02.02.2024/02:00,44.0,220.87522499999997,0.090212,198.47443500000003,4734.581378
02.02.2024/03:00,36.22,232.29057999999998,0.092374,224.557438,4716.217284
02.02.2024/04:00,36.22,206.695812,0.094556,242.797253,4722.426861
02.02.2024/05:00,45.5,237.306521,0.094346,261.58243300000004,4824.421504
02.02.2024/06:00,54.19,174.480082,0.100518,283.38725,5269.428331
02.02.2024/07:00,67.0,46.300163000000005,0.11077000000000001,304.241421,5866.258814
02.02.2024/08:00,67.0,-7.1118679999999985,0.122915,301.645248,6076.506358000001
02.02.2024/09:00,61.0,-22.97576,0.12023,312.402387,6057.60123
02.02.2024/10:00,61.0,2.5422109999999996,0.130253,305.700284,5989.574265000001
02.02.2024/11:00,55.63,49.798829,0.221366,310.713255,5877.166995
02.02.2024/12:00,55.12,161.517213,0.856322,311.20230200000003,5736.565332
02.02.2024/13:00,44.0,219.69696499999998,1.646229,286.943353,5574.694577
02.02.2024/14:00,43.0,242.27036500000003,1.584125,235.19521299999997,5493.028098999999
02.02.2024/15:00,43.0,254.260824,0.604055,227.341291,5453.650170000001
02.02.2024/16:00,43.0,226.325913,0.127452,223.506243,5527.024468
02.02.2024/17:00,47.5,161.762199,0.113474,278.332487,5623.800148
02.02.2024/18:00,48.5,188.17580800000002,0.108157,296.790262,5540.762071
02.02.2024/19:00,46.0,159.077528,0.101273,297.352445,5433.211655
02.02.2024/20:00,46.5,189.343807,0.107453,289.745282,5230.926203999999
02.02.2024/21:00,46.5,123.64610299999998,0.09811700000000001,291.59631700000006,5043.036235
02.02.2024/22:00,45.0,204.409083,0.09801599999999999,291.13831,4802.814754
02.02.2024/23:00,34.0,254.815524,0.10072199999999999,294.648402,4558.024419
03.02.2024/00:00,33.0,312.820981,0.09762,295.88708399999996,4341.901865
03.02.2024/01:00,34.5,329.421217,0.101968,306.043085,4192.205121000001
03.02.2024/02:00,1.52,341.675747,0.090618,289.301057,4081.747934
03.02.2024/03:00,0.5,402.29841700000003,0.091268,299.234194,4053.119193
03.02.2024/04:00,0.5,389.169004,0.08842599999999999,286.87430900000004,4063.7801
03.02.2024/05:00,-3.0,470.74091,0.091616,283.63038600000004,4065.2192569999997
03.02.2024/06:00,0.0,484.69809,0.102158,293.778329,4157.90677
03.02.2024/07:00,0.0,318.170114,0.107376,252.937372,4331.041714
03.02.2024/08:00,36.0,216.028295,0.14202,216.306314,4544.343562
03.02.2024/09:00,44.68,198.80803300000002,1.368008,255.571305,4749.029850999999
03.02.2024/10:00,48.0,279.39281700000004,6.027372000000001,260.94828,4797.394383
03.02.2024/11:00,49.09,325.800338,11.718162000000001,293.670148,4741.132681
03.02.2024/12:00,39.0,482.93143599999996,13.310653,291.103187,4656.576814000001
03.02.2024/13:00,37.0,443.137693,11.172692999999999,305.94014,4631.64507
03.02.2024/14:00,38.0,369.640663,6.905595999999999,304.5191,4639.429681
03.02.2024/15:00,36.5,361.884628,2.1670059999999998,297.289079,4704.152512000001
03.02.2024/16:00,40.0,322.12901899999997,0.16048400000000002,299.46439,4878.42726
03.02.2024/17:00,43.0,208.66878200000002,0.106596,306.523327,5055.747153
03.02.2024/18:00,43.0,262.199618,0.114665,308.766332,5086.7173
03.02.2024/19:00,46.5,183.01613299999997,0.10449800000000001,310.50235,5047.594674
03.02.2024/20:00,46.5,225.104641,0.100763,314.840353,4892.955404
03.02.2024/21:00,46.5,230.235216,0.0953,317.335457,4749.973501
03.02.2024/22:00,40.0,233.91835200000003,0.095631,315.457359,4615.693626
03.02.2024/23:00,42.37,192.18470900000003,0.08876500000000001,301.11228900000003,4534.191643
04.02.2024/00:00,41.14,158.168321,0.090922,306.732262,4429.9314699999995
04.02.2024/01:00,31.19,153.729713,0.08829999999999999,303.392363,4347.582369
04.02.2024/02:00,6.68,200.99264,0.086992,304.455413,4313.301291
04.02.2024/03:00,0.7,213.10826000000003,0.093172,166.63660500000003,4311.564471
04.02.2024/04:00,0.0,191.176794,0.094212,139.23107,4307.266067
04.02.2024/05:00,0.0,235.895206,0.09545400000000001,115.52605399999999,4293.694977
04.02.2024/06:00,0.0,132.839631,0.10101199999999999,70.92745099999999,4399.723913
04.02.2024/07:00,1.08,95.821899,0.107396,177.104443,4569.771253000001
04.02.2024/08:00,11.5,22.925525999999998,0.11641800000000001,179.66763699999998,4800.363518
04.02.2024/09:00,-2.0,72.05427499999999,0.297512,166.94543,4952.600434
04.02.2024/10:00,-2.0,77.225538,2.346545,119.54825,5031.082608000001
04.02.2024/11:00,-2.0,131.804648,5.007684,111.172203,4999.583096
04.02.2024/12:00,-2.5,71.490228,6.978820000000001,86.193338,4957.848056
04.02.2024/13:00,-2.0,65.516408,5.178984,104.89503500000001,4884.730084000001
04.02.2024/14:00,-2.0,15.924966000000001,5.116294999999999,74.55931600000001,4872.441876
04.02.2024/15:00,25.0,40.462091,1.7698140000000002,88.430233,4924.867778999999
04.02.2024/16:00,34.0,60.37509099999999,0.16654,128.380357,5092.376837
04.02.2024/17:00,35.0,29.664786,0.09210399999999999,195.593627,5289.847559
04.02.2024/18:00,37.5,90.355557,0.097436,249.535346,5344.962273
04.02.2024/19:00,37.5,123.82276000000002,0.096594,263.875357,5334.622638
04.02.2024/20:00,38.0,79.388151,0.09315000000000001,272.43041900000003,5291.276958
04.02.2024/21:00,40.5,-17.703618,0.099102,247.62267200000002,5206.659611
04.02.2024/22:00,47.26,7.297023000000003,0.08879000000000001,248.87951099999998,5039.174806999999
