Date/Hour CET/CEST;Imbalance Purchase Price;Imbalance;Solar;Wind;Consumption Total
26.08.2023/09:15;9,55;-30,611086;0,478977;26,878068;-671,13363
26.08.2023/09:30;9,55;-30,611086;0,478977;26,878068;-671,13363
26.08.2023/09:45;9,55;-30,611086;0,478977;26,878068;-671,13363
26.08.2023/10:00;32,5;-36,925246;0,840031;25,826993;-700,178926
26.08.2023/10:15;32,5;-36,925246;0,840031;25,826993;-700,178926
26.08.2023/10:30;32,5;-36,925246;0,840031;25,826993;-700,178926
26.08.2023/10:45;32,5;-36,925246;0,840031;25,826993;-700,178926
26.08.2023/11:00;32,5;-36,780055;1,060398;25,183205;-709,043143
26.08.2023/11:15;32,5;-36,780055;1,060398;25,183205;-709,043143
26.08.2023/11:30;32,5;-36,780055;1,060398;25,183205;-709,043143
26.08.2023/11:45;32,5;-36,780055;1,060398;25,183205;-709,043143
26.08.2023/12:00;14,95;-33,474823;1,001787;26,826255;-710,297584
26.08.2023/12:15;14,95;-33,474823;1,001787;26,826255;-710,297584
26.08.2023/12:30;14,95;-33,474823;1,001787;26,826255;-710,297584
26.08.2023/12:45;14,95;-33,474823;1,001787;26,826255;-710,297584
26.08.2023/13:00;14,95;-15,328883;0,936911;30,628459;-707,611726
26.08.2023/13:15;14,95;-15,328883;0,936911;30,628459;-707,611726
26.08.2023/13:30;14,95;-15,328883;0,936911;30,628459;-707,611726
26.08.2023/13:45;14,95;-15,328883;0,936911;30,628459;-707,611726
26.08.2023/14:00;13,94;-26,331926;0,855928;27,886491;-704,027268
26.08.2023/14:15;13,94;-26,331926;0,855928;27,886491;-704,027268
26.08.2023/14:30;13,94;-26,331926;0,855928;27,886491;-704,027268
26.08.2023/14:45;13,94;-26,331926;0,855928;27,886491;-704,027268
26.08.2023/15:00;12,9;-33,386788;0,909828;27,508734;-708,291636
26.08.2023/15:15;12,9;-33,386788;0,909828;27,508734;-708,291636
26.08.2023/15:30;12,9;-33,386788;0,909828;27,508734;-708,291636
26.08.2023/15:45;12,9;-33,386788;0,909828;27,508734;-708,291636
26.08.2023/16:00;14;-47,063916;0,501774;26,351016;-722,649496
26.08.2023/16:15;14;-47,063916;0,501774;26,351016;-722,649496
26.08.2023/16:30;14;-47,063916;0,501774;26,351016;-722,649496
26.08.2023/16:45;14;-47,063916;0,501774;26,351016;-722,649496
26.08.2023/17:00;14,95;-47,685118;0,267595;29,163295;-732,900264
26.08.2023/17:15;14,95;-47,685118;0,267595;29,163295;-732,900264
26.08.2023/17:30;14,95;-47,685118;0,267595;29,163295;-732,900264
26.08.2023/17:45;14,95;-47,685118;0,267595;29,163295;-732,900264
26.08.2023/18:00;14,95;-52,387161;0,12775;25,233267;-733,335644
26.08.2023/18:15;14,95;-52,387161;0,12775;25,233267;-733,335644
26.08.2023/18:30;14,95;-52,387161;0,12775;25,233267;-733,335644
26.08.2023/18:45;14,95;-52,387161;0,12775;25,233267;-733,335644
26.08.2023/19:00;13,87;-52,844188;0,04068;28,188006;-726,708183
26.08.2023/19:15;13,87;-52,844188;0,04068;28,188006;-726,708183
26.08.2023/19:30;13,87;-52,844188;0,04068;28,188006;-726,708183
26.08.2023/19:45;13,87;-52,844188;0,04068;28,188006;-726,708183
26.08.2023/20:00;13,81;-33,159194;0,019766;40,401993;-707,787397
26.08.2023/20:15;13,81;-33,159194;0,019766;40,401993;-707,787397
26.08.2023/20:30;13,81;-33,159194;0,019766;40,401993;-707,787397
26.08.2023/20:45;13,81;-33,159194;0,019766;40,401993;-707,787397
26.08.2023/21:00;13,31;-26,668131;0,016732;48,168531;-694,800694
26.08.2023/21:15;13,31;-26,668131;0,016732;48,168531;-694,800694
26.08.2023/21:30;13,31;-26,668131;0,016732;48,168531;-694,800694
26.08.2023/21:45;13,31;-26,668131;0,016732;48,168531;-694,800694
26.08.2023/22:00;9,5;-17,181978;0,015686;54,086069;-660,493097
26.08.2023/22:15;9,5;-17,181978;0,015686;54,086069;-660,493097
26.08.2023/22:30;9,5;-17,181978;0,015686;54,086069;-660,493097
26.08.2023/22:45;9,5;-17,181978;0,015686;54,086069;-660,493097
26.08.2023/23:00;9,5;-13,533013;0,01668;58,501144;-633,648907
26.08.2023/23:15;9,5;-13,533013;0,01668;58,501144;-633,648907
26.08.2023/23:30;9,5;-13,533013;0,01668;58,501144;-633,648907
26.08.2023/23:45;9,5;-13,533013;0,01668;58,501144;-633,648907
27.08.2023/00:00;14,03;-6,304901;0,016511;67,367119;-602,28812
27.08.2023/00:15;14,03;-6,304901;0,016511;67,367119;-602,28812
27.08.2023/00:30;14,03;-6,304901;0,016511;67,367119;-602,28812
27.08.2023/00:45;14,03;-6,304901;0,016511;67,367119;-602,28812
27.08.2023/01:00;12,74;-1,376783;0,016685;70,956757;-578,319185
27.08.2023/01:15;12,74;-1,376783;0,016685;70,956757;-578,319185
27.08.2023/01:30;12,74;-1,376783;0,016685;70,956757;-578,319185
27.08.2023/01:45;12,74;-1,376783;0,016685;70,956757;-578,319185
27.08.2023/02:00;5,03;-0,630876;0,016614;68,646782;-558,494278
27.08.2023/02:15;5,03;-0,630876;0,016614;68,646782;-558,494278
27.08.2023/02:30;5,03;-0,630876;0,016614;68,646782;-558,494278
27.08.2023/02:45;5,03;-0,630876;0,016614;68,646782;-558,494278
27.08.2023/03:00;3;-1,596996;0,016541;61,192994;-546,134487
27.08.2023/03:15;3;-1,596996;0,016541;61,192994;-546,134487
27.08.2023/03:30;3;-1,596996;0,016541;61,192994;-546,134487
27.08.2023/03:45;3;-1,596996;0,016541;61,192994;-546,134487
27.08.2023/04:00;3;-7,206037;0,017214;45,226818;-534,177777
27.08.2023/04:15;3;-7,206037;0,017214;45,226818;-534,177777
27.08.2023/04:30;3;-7,206037;0,017214;45,226818;-534,177777
27.08.2023/04:45;3;-7,206037;0,017214;45,226818;-534,177777
27.08.2023/05:00;3;-17,095138;0,01933;32,07488;-531,963374
27.08.2023/05:15;3;-17,095138;0,01933;32,07488;-531,963374
27.08.2023/05:30;3;-17,095138;0,01933;32,07488;-531,963374
27.08.2023/05:45;3;-17,095138;0,01933;32,07488;-531,963374
27.08.2023/06:00;3,5;-32,881752;0,036213;24,038043;-532,041708
27.08.2023/06:15;3,5;-32,881752;0,036213;24,038043;-532,041708
27.08.2023/06:30;3,5;-32,881752;0,036213;24,038043;-532,041708
27.08.2023/06:45;3,5;-32,881752;0,036213;24,038043;-532,041708
27.08.2023/07:00;5,78;-29,126703;0,342875;28,509968;-548,221623
27.08.2023/07:15;5,78;-29,126703;0,342875;28,509968;-548,221623
27.08.2023/07:30;5,78;-29,126703;0,342875;28,509968;-548,221623
27.08.2023/07:45;5,78;-29,126703;0,342875;28,509968;-548,221623
27.08.2023/08:00;5,79;-19,027797;1,385563;34,803495;-582,469429
27.08.2023/08:15;5,79;-19,027797;1,385563;34,803495;-582,469429
27.08.2023/08:30;5,79;-19,027797;1,385563;34,803495;-582,469429
27.08.2023/08:45;5,79;-19,027797;1,385563;34,803495;-582,469429
27.08.2023/09:00;6;-3,395081;4,457962;50,825994;-623,249804
27.08.2023/09:15;6;-3,395081;4,457962;50,825994;-623,249804
27.08.2023/09:30;6;-3,395081;4,457962;50,825994;-623,249804
27.08.2023/09:45;6;-3,395081;4,457962;50,825994;-623,249804
27.08.2023/10:00;14,49;1,262663;7,528477;52,602657;-651,578488
27.08.2023/10:15;14,49;1,262663;7,528477;52,602657;-651,578488
27.08.2023/10:30;14,49;1,262663;7,528477;52,602657;-651,578488
27.08.2023/10:45;14,49;1,262663;7,528477;52,602657;-651,578488
27.08.2023/11:00;5,03;-0,973462;9,957693;51,033594;-667,40254
27.08.2023/11:15;5,03;-0,973462;9,957693;51,033594;-667,40254
27.08.2023/11:30;5,03;-0,973462;9,957693;51,033594;-667,40254
27.08.2023/11:45;5,03;-0,973462;9,957693;51,033594;-667,40254
27.08.2023/12:00;6;1,935741;10,3857;60,413984;-671,676635
27.08.2023/12:15;6;1,935741;10,3857;60,413984;-671,676635
27.08.2023/12:30;6;1,935741;10,3857;60,413984;-671,676635
27.08.2023/12:45;6;1,935741;10,3857;60,413984;-671,676635
27.08.2023/13:00;6;-2,891144;9,919204;63,601172;-672,907855
27.08.2023/13:15;6;-2,891144;9,919204;63,601172;-672,907855
27.08.2023/13:30;6;-2,891144;9,919204;63,601172;-672,907855
27.08.2023/13:45;6;-2,891144;9,919204;63,601172;-672,907855
27.08.2023/14:00;6;-7,409579;8,981375;67,43153;-677,063047
27.08.2023/14:15;6;-7,409579;8,981375;67,43153;-677,063047
27.08.2023/14:30;6;-7,409579;8,981375;67,43153;-677,063047
27.08.2023/14:45;6;-7,409579;8,981375;67,43153;-677,063047
27.08.2023/15:00;14,92;-21,988631;7,099027;68,571717;-689,380691
27.08.2023/15:15;14,92;-21,988631;7,099027;68,571717;-689,380691
27.08.2023/15:30;14,92;-21,988631;7,099027;68,571717;-689,380691
27.08.2023/15:45;14,92;-21,988631;7,099027;68,571717;-689,380691
27.08.2023/16:00;29;-29,254437;5,68889;72,038692;-699,84551
27.08.2023/16:15;29;-29,254437;5,68889;72,038692;-699,84551
27.08.2023/16:30;29;-29,254437;5,68889;72,038692;-699,84551
27.08.2023/16:45;29;-29,254437;5,68889;72,038692;-699,84551
27.08.2023/17:00;29;-28,214635;2,777296;75,949027;-707,646754
27.08.2023/17:15;29;-28,214635;2,777296;75,949027;-707,646754
27.08.2023/17:30;29;-28,214635;2,777296;75,949027;-707,646754
27.08.2023/17:45;29;-28,214635;2,777296;75,949027;-707,646754
27.08.2023/18:00;29;-38,768065;1,316617;69,583294;-711,90555
27.08.2023/18:15;29;-38,768065;1,316617;69,583294;-711,90555
27.08.2023/18:30;29;-38,768065;1,316617;69,583294;-711,90555
27.08.2023/18:45;29;-38,768065;1,316617;69,583294;-711,90555
27.08.2023/19:00;29;-38,60157;0,235548;74,02236;-720,560943
27.08.2023/19:15;29;-38,60157;0,235548;74,02236;-720,560943
27.08.2023/19:30;29;-38,60157;0,235548;74,02236;-720,560943
27.08.2023/19:45;29;-38,60157;0,235548;74,02236;-720,560943
27.08.2023/20:00;33;-45,493986;0,022667;75,257035;-731,301563
27.08.2023/20:15;33;-45,493986;0,022667;75,257035;-731,301563
27.08.2023/20:30;33;-45,493986;0,022667;75,257035;-731,301563
27.08.2023/20:45;33;-45,493986;0,022667;75,257035;-731,301563
27.08.2023/21:00;33;-57,938247;0,018723;70,512798;-735,613199
27.08.2023/21:15;33;-57,938247;0,018723;70,512798;-735,613199
27.08.2023/21:30;33;-57,938247;0,018723;70,512798;-735,613199
27.08.2023/21:45;33;-57,938247;0,018723;70,512798;-735,613199
27.08.2023/22:00;27,93;-53,532886;0,019145;67,783618;-700,876153
27.08.2023/22:15;27,93;-53,532886;0,019145;67,783618;-700,876153
27.08.2023/22:30;27,93;-53,532886;0,019145;67,783618;-700,876153
27.08.2023/22:45;27,93;-53,532886;0,019145;67,783618;-700,876153
27.08.2023/23:00;27,93;-46,10466;0,020386;61,853083;-647,2481
27.08.2023/23:15;27,93;-46,10466;0,020386;61,853083;-647,2481
27.08.2023/23:30;27,93;-46,10466;0,020386;61,853083;-647,2481
27.08.2023/23:45;27,93;-46,10466;0,020386;61,853083;-647,2481
28.08.2023/00:00;28;-39,911898;0,018773;52,037608;-605,74966
28.08.2023/00:15;28;-39,911898;0,018773;52,037608;-605,74966
28.08.2023/00:30;28;-39,911898;0,018773;52,037608;-605,74966
28.08.2023/00:45;28;-39,911898;0,018773;52,037608;-605,74966
28.08.2023/01:00;17,54;-41,63868;0,019524;45,434607;-577,255979
28.08.2023/01:15;17,54;-41,63868;0,019524;45,434607;-577,255979
28.08.2023/01:30;17,54;-41,63868;0,019524;45,434607;-577,255979
28.08.2023/01:45;17,54;-41,63868;0,019524;45,434607;-577,255979
28.08.2023/02:00;17,3;-45,70576;0,021131;40,410832;-560,858109
28.08.2023/02:15;17,3;-45,70576;0,021131;40,410832;-560,858109
28.08.2023/02:30;17,3;-45,70576;0,021131;40,410832;-560,858109
28.08.2023/02:45;17,3;-45,70576;0,021131;40,410832;-560,858109
28.08.2023/03:00;12;-43,723363;0,020646;35,582532;-552,229077
28.08.2023/03:15;12;-43,723363;0,020646;35,582532;-552,229077
28.08.2023/03:30;12;-43,723363;0,020646;35,582532;-552,229077
28.08.2023/03:45;12;-43,723363;0,020646;35,582532;-552,229077
28.08.2023/04:00;11;-38,253826;0,021048;32,944657;-552,750463
28.08.2023/04:15;11;-38,253826;0,021048;32,944657;-552,750463
28.08.2023/04:30;11;-38,253826;0,021048;32,944657;-552,750463
28.08.2023/04:45;11;-38,253826;0,021048;32,944657;-552,750463
28.08.2023/05:00;11;-37,770609;0,023039;24,524794;-575,278623
28.08.2023/05:15;11;-37,770609;0,023039;24,524794;-575,278623
28.08.2023/05:30;11;-37,770609;0,023039;24,524794;-575,278623
28.08.2023/05:45;11;-37,770609;0,023039;24,524794;-575,278623
28.08.2023/06:00;12,5;-34,155174;0,031498;19,748603;-656,911491
28.08.2023/06:15;12,5;-34,155174;0,031498;19,748603;-656,911491
28.08.2023/06:30;12,5;-34,155174;0,031498;19,748603;-656,911491
28.08.2023/06:45;12,5;-34,155174;0,031498;19,748603;-656,911491
28.08.2023/07:00;18,56;-37,248375;0,199435;16,486832;-759,775858
28.08.2023/07:15;18,56;-37,248375;0,199435;16,486832;-759,775858
28.08.2023/07:30;18,56;-37,248375;0,199435;16,486832;-759,775858
28.08.2023/07:45;18,56;-37,248375;0,199435;16,486832;-759,775858
28.08.2023/08:00;34,07;-38,580433;0,926648;11,509795;-793,298505
28.08.2023/08:15;34,07;-38,580433;0,926648;11,509795;-793,298505
28.08.2023/08:30;34,07;-38,580433;0,926648;11,509795;-793,298505
28.08.2023/08:45;34,07;-38,580433;0,926648;11,509795;-793,298505
28.08.2023/09:00;34,58;-34,112416;2,532189;10,726847;-798,8325
28.08.2023/09:15;34,58;-34,112416;2,532189;10,726847;-798,8325
28.08.2023/09:30;34,58;-34,112416;2,532189;10,726847;-798,8325
28.08.2023/09:45;34,58;-34,112416;2,532189;10,726847;-798,8325
28.08.2023/10:00;70,46;-29,462227;6,274544;6,277705;-787,725771
28.08.2023/10:15;70,46;-29,462227;6,274544;6,277705;-787,725771
28.08.2023/10:30;70,46;-29,462227;6,274544;6,277705;-787,725771
28.08.2023/10:45;70,46;-29,462227;6,274544;6,277705;-787,725771
28.08.2023/11:00;72,99;-25,62241;9,651007;2,620559;-779,971652
28.08.2023/11:15;72,99;-25,62241;9,651007;2,620559;-779,971652
28.08.2023/11:30;72,99;-25,62241;9,651007;2,620559;-779,971652
28.08.2023/11:45;72,99;-25,62241;9,651007;2,620559;-779,971652
28.08.2023/12:00;22;-17,844204;12,572356;1,338244;-778,275503
28.08.2023/12:15;22;-17,844204;12,572356;1,338244;-778,275503
28.08.2023/12:30;22;-17,844204;12,572356;1,338244;-778,275503
28.08.2023/12:45;22;-17,844204;12,572356;1,338244;-778,275503
28.08.2023/13:00;22;-14,588324;12,714361;1,961744;-770,618777
28.08.2023/13:15;22;-14,588324;12,714361;1,961744;-770,618777
28.08.2023/13:30;22;-14,588324;12,714361;1,961744;-770,618777
28.08.2023/13:45;22;-14,588324;12,714361;1,961744;-770,618777
28.08.2023/14:00;22;0,484353;12,025197;1,764529;-771,282781
28.08.2023/14:15;22;0,484353;12,025197;1,764529;-771,282781
28.08.2023/14:30;22;0,484353;12,025197;1,764529;-771,282781
28.08.2023/14:45;22;0,484353;12,025197;1,764529;-771,282781
28.08.2023/15:00;27,63;2,065707;10,075665;1,585987;-772,970987
28.08.2023/15:15;27,63;2,065707;10,075665;1,585987;-772,970987
28.08.2023/15:30;27,63;2,065707;10,075665;1,585987;-772,970987
28.08.2023/15:45;27,63;2,065707;10,075665;1,585987;-772,970987
28.08.2023/16:00;33;-8,115496;6,09902;2,87427;-782,619923
28.08.2023/16:15;33;-8,115496;6,09902;2,87427;-782,619923
28.08.2023/16:30;33;-8,115496;6,09902;2,87427;-782,619923
28.08.2023/16:45;33;-8,115496;6,09902;2,87427;-782,619923
28.08.2023/17:00;33;-3,157308;3,667713;9,594267;-781,266031
28.08.2023/17:15;33;-3,157308;3,667713;9,594267;-781,266031
28.08.2023/17:30;33;-3,157308;3,667713;9,594267;-781,266031
28.08.2023/17:45;33;-3,157308;3,667713;9,594267;-781,266031
28.08.2023/18:00;20;-8,397452;1,442052;11,340334;-773,319224
28.08.2023/18:15;20;-8,397452;1,442052;11,340334;-773,319224
28.08.2023/18:30;20;-8,397452;1,442052;11,340334;-773,319224
28.08.2023/18:45;20;-8,397452;1,442052;11,340334;-773,319224
28.08.2023/19:00;20;-13,528643;0,181133;13,427802;-764,711017
28.08.2023/19:15;20;-13,528643;0,181133;13,427802;-764,711017
28.08.2023/19:30;20;-13,528643;0,181133;13,427802;-764,711017
28.08.2023/19:45;20;-13,528643;0,181133;13,427802;-764,711017
28.08.2023/20:00;17;-16,035161;0,023117;17,174957;-769,251957
28.08.2023/20:15;17;-16,035161;0,023117;17,174957;-769,251957
28.08.2023/20:30;17;-16,035161;0,023117;17,174957;-769,251957
28.08.2023/20:45;17;-16,035161;0,023117;17,174957;-769,251957
28.08.2023/21:00;11;-22,84632;0,019677;19,406967;-764,050131
28.08.2023/21:15;11;-22,84632;0,019677;19,406967;-764,050131
28.08.2023/21:30;11;-22,84632;0,019677;19,406967;-764,050131
28.08.2023/21:45;11;-22,84632;0,019677;19,406967;-764,050131
28.08.2023/22:00;11;7,070216;0,018924;20,876993;-715,125853
28.08.2023/22:15;11;7,070216;0,018924;20,876993;-715,125853
28.08.2023/22:30;11;7,070216;0,018924;20,876993;-715,125853
28.08.2023/22:45;11;7,070216;0,018924;20,876993;-715,125853
28.08.2023/23:00;8,9;5,121289;0,020465;19,611107;-652,373244
28.08.2023/23:15;8,9;5,121289;0,020465;19,611107;-652,373244
28.08.2023/23:30;8,9;5,121289;0,020465;19,611107;-652,373244
28.08.2023/23:45;8,9;5,121289;0,020465;19,611107;-652,373244
29.08.2023/00:00;0;-5,269181;0,022045;11,380841;-608,446799
29.08.2023/00:15;0;-5,269181;0,022045;11,380841;-608,446799
29.08.2023/00:30;0;-5,269181;0,022045;11,380841;-608,446799
29.08.2023/00:45;0;-5,269181;0,022045;11,380841;-608,446799
29.08.2023/01:00;-6;-14,762891;0,022755;5,882346;-579,261752
29.08.2023/01:15;-6;-14,762891;0,022755;5,882346;-579,261752
29.08.2023/01:30;-6;-14,762891;0,022755;5,882346;-579,261752
29.08.2023/01:45;-6;-14,762891;0,022755;5,882346;-579,261752
29.08.2023/02:00;-6;-15,933985;0,021311;3,00052;-565,224678
29.08.2023/02:15;-6;-15,933985;0,021311;3,00052;-565,224678
29.08.2023/02:30;-6;-15,933985;0,021311;3,00052;-565,224678
29.08.2023/02:45;-6;-15,933985;0,021311;3,00052;-565,224678
29.08.2023/03:00;-6;-13,97083;0,019721;1,133291;-559,766087
29.08.2023/03:15;-6;-13,97083;0,019721;1,133291;-559,766087
29.08.2023/03:30;-6;-13,97083;0,019721;1,133291;-559,766087
29.08.2023/03:45;-6;-13,97083;0,019721;1,133291;-559,766087
29.08.2023/04:00;-3;-16,86782;0,02028;0,596358;-562,325432
29.08.2023/04:15;-3;-16,86782;0,02028;0,596358;-562,325432
29.08.2023/04:30;-3;-16,86782;0,02028;0,596358;-562,325432
29.08.2023/04:45;-3;-16,86782;0,02028;0,596358;-562,325432
29.08.2023/05:00;16,95;-22,238561;0,022562;0,4465;-592,010564
29.08.2023/05:15;16,95;-22,238561;0,022562;0,4465;-592,010564
29.08.2023/05:30;16,95;-22,238561;0,022562;0,4465;-592,010564
29.08.2023/05:45;16,95;-22,238561;0,022562;0,4465;-592,010564
29.08.2023/06:00;24,55;-25,825076;0,038752;0,924;-677,568913
29.08.2023/06:15;24,55;-25,825076;0,038752;0,924;-677,568913
29.08.2023/06:30;24,55;-25,825076;0,038752;0,924;-677,568913
29.08.2023/06:45;24,55;-25,825076;0,038752;0,924;-677,568913
29.08.2023/07:00;29;-37,699559;0,334741;0,713;-781,861414
29.08.2023/07:15;29;-37,699559;0,334741;0,713;-781,861414
29.08.2023/07:30;29;-37,699559;0,334741;0,713;-781,861414
29.08.2023/07:45;29;-37,699559;0,334741;0,713;-781,861414
29.08.2023/08:00;29;-29,981648;1,254955;0,670745;-804,987218
29.08.2023/08:15;29;-29,981648;1,254955;0,670745;-804,987218
29.08.2023/08:30;29;-29,981648;1,254955;0,670745;-804,987218
29.08.2023/08:45;29;-29,981648;1,254955;0,670745;-804,987218
29.08.2023/09:00;29;-31,753151;2,868733;1,139993;-802,04588
29.08.2023/09:15;29;-31,753151;2,868733;1,139993;-802,04588
29.08.2023/09:30;29;-31,753151;2,868733;1,139993;-802,04588
29.08.2023/09:45;29;-31,753151;2,868733;1,139993;-802,04588
29.08.2023/10:00;24,52;-30,997499;5,448098;0,94225;-800,368076
29.08.2023/10:15;24,52;-30,997499;5,448098;0,94225;-800,368076
29.08.2023/10:30;24,52;-30,997499;5,448098;0,94225;-800,368076
29.08.2023/10:45;24,52;-30,997499;5,448098;0,94225;-800,368076
29.08.2023/11:00;24,02;-16,934013;7,928007;0,745;-792,603068
29.08.2023/11:15;24,02;-16,934013;7,928007;0,745;-792,603068
29.08.2023/11:30;24,02;-16,934013;7,928007;0,745;-792,603068
29.08.2023/11:45;24,02;-16,934013;7,928007;0,745;-792,603068
29.08.2023/12:00;14,5;-26,844837;10,523547;1,479275;-792,475201
29.08.2023/12:15;14,5;-26,844837;10,523547;1,479275;-792,475201
29.08.2023/12:30;14,5;-26,844837;10,523547;1,479275;-792,475201
29.08.2023/12:45;14,5;-26,844837;10,523547;1,479275;-792,475201
29.08.2023/13:00;11;-11,249999;11,590347;2,006418;-775,644475
29.08.2023/13:15;11;-11,249999;11,590347;2,006418;-775,644475
29.08.2023/13:30;11;-11,249999;11,590347;2,006418;-775,644475
29.08.2023/13:45;11;-11,249999;11,590347;2,006418;-775,644475
29.08.2023/14:00;10;-0,078935;10,132431;4,277018;-772,831656
29.08.2023/14:15;10;-0,078935;10,132431;4,277018;-772,831656
29.08.2023/14:30;10;-0,078935;10,132431;4,277018;-772,831656
29.08.2023/14:45;10;-0,078935;10,132431;4,277018;-772,831656
29.08.2023/15:00;12,5;-8,174346;8,891787;6,272761;-783,159054
29.08.2023/15:15;12,5;-8,174346;8,891787;6,272761;-783,159054
29.08.2023/15:30;12,5;-8,174346;8,891787;6,272761;-783,159054
29.08.2023/15:45;12,5;-8,174346;8,891787;6,272761;-783,159054
29.08.2023/16:00;22,85;-8,954705;6,230746;8,973256;-789,640361
29.08.2023/16:15;22,85;-8,954705;6,230746;8,973256;-789,640361
29.08.2023/16:30;22,85;-8,954705;6,230746;8,973256;-789,640361
29.08.2023/16:45;22,85;-8,954705;6,230746;8,973256;-789,640361
29.08.2023/17:00;21,96;-13,867804;3,597874;8,643759;-784,875757
29.08.2023/17:15;21,96;-13,867804;3,597874;8,643759;-784,875757
29.08.2023/17:30;21,96;-13,867804;3,597874;8,643759;-784,875757
29.08.2023/17:45;21,96;-13,867804;3,597874;8,643759;-784,875757
29.08.2023/18:00;24,31;-10,140348;1,503604;11,04455;-767,489811
29.08.2023/18:15;24,31;-10,140348;1,503604;11,04455;-767,489811
29.08.2023/18:30;24,31;-10,140348;1,503604;11,04455;-767,489811
29.08.2023/18:45;24,31;-10,140348;1,503604;11,04455;-767,489811
29.08.2023/19:00;24,11;-10,159898;0,24729;15,472615;-763,405602
29.08.2023/19:15;24,11;-10,159898;0,24729;15,472615;-763,405602
29.08.2023/19:30;24,11;-10,159898;0,24729;15,472615;-763,405602
29.08.2023/19:45;24,11;-10,159898;0,24729;15,472615;-763,405602
29.08.2023/20:00;21;-17,623868;0,025824;24,676954;-776,056978
29.08.2023/20:15;21;-17,623868;0,025824;24,676954;-776,056978
29.08.2023/20:30;21;-17,623868;0,025824;24,676954;-776,056978
29.08.2023/20:45;21;-17,623868;0,025824;24,676954;-776,056978
29.08.2023/21:00;21;-19,950229;0,020217;28,53008;-773,77494
29.08.2023/21:15;21;-19,950229;0,020217;28,53008;-773,77494
29.08.2023/21:30;21;-19,950229;0,020217;28,53008;-773,77494
29.08.2023/21:45;21;-19,950229;0,020217;28,53008;-773,77494
29.08.2023/22:00;26,24;-11,979105;0,020776;32,980608;-731,901459
29.08.2023/22:15;26,24;-11,979105;0,020776;32,980608;-731,901459
29.08.2023/22:30;26,24;-11,979105;0,020776;32,980608;-731,901459
29.08.2023/22:45;26,24;-11,979105;0,020776;32,980608;-731,901459
29.08.2023/23:00;24,38;-9,469798;0,019735;25,71539;-673,822199
29.08.2023/23:15;24,38;-9,469798;0,019735;25,71539;-673,822199
29.08.2023/23:30;24,38;-9,469798;0,019735;25,71539;-673,822199
29.08.2023/23:45;24,38;-9,469798;0,019735;25,71539;-673,822199
30.08.2023/00:00;20,13;-36,20009;0,023257;13,135318;-619,036981
30.08.2023/00:15;20,13;-36,20009;0,023257;13,135318;-619,036981
30.08.2023/00:30;20,13;-36,20009;0,023257;13,135318;-619,036981
30.08.2023/00:45;20,13;-36,20009;0,023257;13,135318;-619,036981
30.08.2023/01:00;2;-29,632277;0,021615;11,764845;-588,06731
30.08.2023/01:15;2;-29,632277;0,021615;11,764845;-588,06731
30.08.2023/01:30;2;-29,632277;0,021615;11,764845;-588,06731
30.08.2023/01:45;2;-29,632277;0,021615;11,764845;-588,06731
30.08.2023/02:00;2;-30,722508;0,022434;8,247815;-573,981995
30.08.2023/02:15;2;-30,722508;0,022434;8,247815;-573,981995
30.08.2023/02:30;2;-30,722508;0,022434;8,247815;-573,981995
30.08.2023/02:45;2;-30,722508;0,022434;8,247815;-573,981995
30.08.2023/03:00;2;-29,014653;0,022078;5,724358;-565,764963
30.08.2023/03:15;2;-29,014653;0,022078;5,724358;-565,764963
30.08.2023/03:30;2;-29,014653;0,022078;5,724358;-565,764963
30.08.2023/03:45;2;-29,014653;0,022078;5,724358;-565,764963
30.08.2023/04:00;2;-20,153897;0,022298;5,117192;-557,040087
30.08.2023/04:15;2;-20,153897;0,022298;5,117192;-557,040087
30.08.2023/04:30;2;-20,153897;0,022298;5,117192;-557,040087
30.08.2023/04:45;2;-20,153897;0,022298;5,117192;-557,040087
30.08.2023/05:00;2;-22,473041;0,024199;3,301341;-578,607039
30.08.2023/05:15;2;-22,473041;0,024199;3,301341;-578,607039
30.08.2023/05:30;2;-22,473041;0,024199;3,301341;-578,607039
30.08.2023/05:45;2;-22,473041;0,024199;3,301341;-578,607039
30.08.2023/06:00;21,02;-36,691678;0,033252;0,812638;-657,101893
30.08.2023/06:15;21,02;-36,691678;0,033252;0,812638;-657,101893
30.08.2023/06:30;21,02;-36,691678;0,033252;0,812638;-657,101893
30.08.2023/06:45;21,02;-36,691678;0,033252;0,812638;-657,101893
30.08.2023/07:00;21,92;-49,606141;0,25865;0,509138;-764,232724
30.08.2023/07:15;21,92;-49,606141;0,25865;0,509138;-764,232724
30.08.2023/07:30;21,92;-49,606141;0,25865;0,509138;-764,232724
30.08.2023/07:45;21,92;-49,606141;0,25865;0,509138;-764,232724
30.08.2023/08:00;21,27;-45,915109;1,046916;0,036;-789,86098
30.08.2023/08:15;21,27;-45,915109;1,046916;0,036;-789,86098
30.08.2023/08:30;21,27;-45,915109;1,046916;0,036;-789,86098
30.08.2023/08:45;21,27;-45,915109;1,046916;0,036;-789,86098
30.08.2023/09:00;22,1;-40,5269;2,877447;0,076625;-786,830034
30.08.2023/09:15;22,1;-40,5269;2,877447;0,076625;-786,830034
30.08.2023/09:30;22,1;-40,5269;2,877447;0,076625;-786,830034
30.08.2023/09:45;22,1;-40,5269;2,877447;0,076625;-786,830034
