Date/Hour CET/CEST;Date/Hour UTC;MBA;Consumption Total;Metered;Profiled;Flex
28.12.2023/17:15;28.12.2023/16:15;NO1;-1621,420651;-1615,835634;-5,585017;
28.12.2023/17:30;28.12.2023/16:30;NO1;-1621,420651;-1615,835634;-5,585017;
28.12.2023/17:45;28.12.2023/16:45;NO1;-1621,420651;-1615,835634;-5,585017;
28.12.2023/18:00;28.12.2023/17:00;NO1;-1593,977649;-1588,458986;-5,518663;
28.12.2023/18:15;28.12.2023/17:15;NO1;-1593,977649;-1588,458986;-5,518663;
28.12.2023/18:30;28.12.2023/17:30;NO1;-1593,977649;-1588,458986;-5,518663;
28.12.2023/18:45;28.12.2023/17:45;NO1;-1593,977649;-1588,458986;-5,518663;
28.12.2023/19:00;28.12.2023/18:00;NO1;-1562,482901;-1557,089096;-5,393805;
28.12.2023/19:15;28.12.2023/18:15;NO1;-1562,482901;-1557,089096;-5,393805;
28.12.2023/19:30;28.12.2023/18:30;NO1;-1562,482901;-1557,089096;-5,393805;
28.12.2023/19:45;28.12.2023/18:45;NO1;-1562,482901;-1557,089096;-5,393805;
28.12.2023/20:00;28.12.2023/19:00;NO1;-1529,439922;-1524,16254;-5,277382;
28.12.2023/20:15;28.12.2023/19:15;NO1;-1529,439922;-1524,16254;-5,277382;
28.12.2023/20:30;28.12.2023/19:30;NO1;-1529,439922;-1524,16254;-5,277382;
28.12.2023/20:45;28.12.2023/19:45;NO1;-1529,439922;-1524,16254;-5,277382;
28.12.2023/21:00;28.12.2023/20:00;NO1;-1496,244643;-1491,101452;-5,143191;
28.12.2023/21:15;28.12.2023/20:15;NO1;-1496,244643;-1491,101452;-5,143191;
28.12.2023/21:30;28.12.2023/20:30;NO1;-1496,244643;-1491,101452;-5,143191;
28.12.2023/21:45;28.12.2023/20:45;NO1;-1496,244643;-1491,101452;-5,143191;
28.12.2023/22:00;28.12.2023/21:00;NO1;-1447,064373;-1442,099147;-4,965226;
28.12.2023/22:15;28.12.2023/21:15;NO1;-1447,064373;-1442,099147;-4,965226;
28.12.2023/22:30;28.12.2023/21:30;NO1;-1447,064373;-1442,099147;-4,965226;
28.12.2023/22:45;28.12.2023/21:45;NO1;-1447,064373;-1442,099147;-4,965226;
28.12.2023/23:00;28.12.2023/22:00;NO1;-1398,53088;-1393,700033;-4,830847;
28.12.2023/23:15;28.12.2023/22:15;NO1;-1398,53088;-1393,700033;-4,830847;
28.12.2023/23:30;28.12.2023/22:30;NO1;-1398,53088;-1393,700033;-4,830847;
28.12.2023/23:45;28.12.2023/22:45;NO1;-1398,53088;-1393,700033;-4,830847;
29.12.2023/00:00;28.12.2023/23:00;NO1;-1371,70023;-1366,767471;-4,932759;
29.12.2023/00:15;28.12.2023/23:15;NO1;-1371,70023;-1366,767471;-4,932759;
29.12.2023/00:30;28.12.2023/23:30;NO1;-1371,70023;-1366,767471;-4,932759;
29.12.2023/00:45;28.12.2023/23:45;NO1;-1371,70023;-1366,767471;-4,932759;
29.12.2023/01:00;29.12.2023/00:00;NO1;-1341,91508;-1337,096681;-4,818399;
29.12.2023/01:15;29.12.2023/00:15;NO1;-1341,91508;-1337,096681;-4,818399;
29.12.2023/01:30;29.12.2023/00:30;NO1;-1341,91508;-1337,096681;-4,818399;
29.12.2023/01:45;29.12.2023/00:45;NO1;-1341,91508;-1337,096681;-4,818399;
29.12.2023/02:00;29.12.2023/01:00;NO1;-1321,387736;-1316,653906;-4,73383;
29.12.2023/02:15;29.12.2023/01:15;NO1;-1321,387736;-1316,653906;-4,73383;
29.12.2023/02:30;29.12.2023/01:30;NO1;-1321,387736;-1316,653906;-4,73383;
29.12.2023/02:45;29.12.2023/01:45;NO1;-1321,387736;-1316,653906;-4,73383;
29.12.2023/03:00;29.12.2023/02:00;NO1;-1304,855718;-1300,187977;-4,667741;
29.12.2023/03:15;29.12.2023/02:15;NO1;-1304,855718;-1300,187977;-4,667741;
29.12.2023/03:30;29.12.2023/02:30;NO1;-1304,855718;-1300,187977;-4,667741;
29.12.2023/03:45;29.12.2023/02:45;NO1;-1304,855718;-1300,187977;-4,667741;
29.12.2023/04:00;29.12.2023/03:00;NO1;-1299,078072;-1294,41448;-4,663592;
29.12.2023/04:15;29.12.2023/03:15;NO1;-1299,078072;-1294,41448;-4,663592;
29.12.2023/04:30;29.12.2023/03:30;NO1;-1299,078072;-1294,41448;-4,663592;
29.12.2023/04:45;29.12.2023/03:45;NO1;-1299,078072;-1294,41448;-4,663592;
29.12.2023/05:00;29.12.2023/04:00;NO1;-1317,194829;-1312,506513;-4,688316;
29.12.2023/05:15;29.12.2023/04:15;NO1;-1317,194829;-1312,506513;-4,688316;
29.12.2023/05:30;29.12.2023/04:30;NO1;-1317,194829;-1312,506513;-4,688316;
29.12.2023/05:45;29.12.2023/04:45;NO1;-1317,194829;-1312,506513;-4,688316;
29.12.2023/06:00;29.12.2023/05:00;NO1;-1371,758196;-1366,841972;-4,916224;
29.12.2023/06:15;29.12.2023/05:15;NO1;-1371,758196;-1366,841972;-4,916224;
29.12.2023/06:30;29.12.2023/05:30;NO1;-1371,758196;-1366,841972;-4,916224;
29.12.2023/06:45;29.12.2023/05:45;NO1;-1371,758196;-1366,841972;-4,916224;
29.12.2023/07:00;29.12.2023/06:00;NO1;-1427,982758;-1422,8784;-5,104358;
29.12.2023/07:15;29.12.2023/06:15;NO1;-1427,982758;-1422,8784;-5,104358;
29.12.2023/07:30;29.12.2023/06:30;NO1;-1427,982758;-1422,8784;-5,104358;
29.12.2023/07:45;29.12.2023/06:45;NO1;-1427,982758;-1422,8784;-5,104358;
29.12.2023/08:00;29.12.2023/07:00;NO1;-1469,37909;-1464,136179;-5,242911;
29.12.2023/08:15;29.12.2023/07:15;NO1;-1469,37909;-1464,136179;-5,242911;
29.12.2023/08:30;29.12.2023/07:30;NO1;-1469,37909;-1464,136179;-5,242911;
29.12.2023/08:45;29.12.2023/07:45;NO1;-1469,37909;-1464,136179;-5,242911;
29.12.2023/09:00;29.12.2023/08:00;NO1;-1513,149808;-1507,763479;-5,386329;
29.12.2023/09:15;29.12.2023/08:15;NO1;-1513,149808;-1507,763479;-5,386329;
29.12.2023/09:30;29.12.2023/08:30;NO1;-1513,149808;-1507,763479;-5,386329;
29.12.2023/09:45;29.12.2023/08:45;NO1;-1513,149808;-1507,763479;-5,386329;
29.12.2023/10:00;29.12.2023/09:00;NO1;-1533,291258;-1527,840717;-5,450541;
29.12.2023/10:15;29.12.2023/09:15;NO1;-1533,291258;-1527,840717;-5,450541;
29.12.2023/10:30;29.12.2023/09:30;NO1;-1533,291258;-1527,840717;-5,450541;
29.12.2023/10:45;29.12.2023/09:45;NO1;-1533,291258;-1527,840717;-5,450541;
29.12.2023/11:00;29.12.2023/10:00;NO1;-1551,004698;-1545,513722;-5,490976;
29.12.2023/11:15;29.12.2023/10:15;NO1;-1551,004698;-1545,513722;-5,490976;
29.12.2023/11:30;29.12.2023/10:30;NO1;-1551,004698;-1545,513722;-5,490976;
29.12.2023/11:45;29.12.2023/10:45;NO1;-1551,004698;-1545,513722;-5,490976;
29.12.2023/12:00;29.12.2023/11:00;NO1;-1550,413232;-1544,926137;-5,487095;
29.12.2023/12:15;29.12.2023/11:15;NO1;-1550,413232;-1544,926137;-5,487095;
29.12.2023/12:30;29.12.2023/11:30;NO1;-1550,413232;-1544,926137;-5,487095;
29.12.2023/12:45;29.12.2023/11:45;NO1;-1550,413232;-1544,926137;-5,487095;
29.12.2023/13:00;29.12.2023/12:00;NO1;-1534,912565;-1529,484319;-5,428246;
29.12.2023/13:15;29.12.2023/12:15;NO1;-1534,912565;-1529,484319;-5,428246;
29.12.2023/13:30;29.12.2023/12:30;NO1;-1534,912565;-1529,484319;-5,428246;
29.12.2023/13:45;29.12.2023/12:45;NO1;-1534,912565;-1529,484319;-5,428246;
29.12.2023/14:00;29.12.2023/13:00;NO1;-1538,010734;-1532,564165;-5,446569;
29.12.2023/14:15;29.12.2023/13:15;NO1;-1538,010734;-1532,564165;-5,446569;
29.12.2023/14:30;29.12.2023/13:30;NO1;-1538,010734;-1532,564165;-5,446569;
29.12.2023/14:45;29.12.2023/13:45;NO1;-1538,010734;-1532,564165;-5,446569;
29.12.2023/15:00;29.12.2023/14:00;NO1;-1549,525452;-1543,994522;-5,53093;
29.12.2023/15:15;29.12.2023/14:15;NO1;-1549,525452;-1543,994522;-5,53093;
29.12.2023/15:30;29.12.2023/14:30;NO1;-1549,525452;-1543,994522;-5,53093;
29.12.2023/15:45;29.12.2023/14:45;NO1;-1549,525452;-1543,994522;-5,53093;
29.12.2023/16:00;29.12.2023/15:00;NO1;-1565,864931;-1560,23887;-5,626061;
29.12.2023/16:15;29.12.2023/15:15;NO1;-1565,864931;-1560,23887;-5,626061;
29.12.2023/16:30;29.12.2023/15:30;NO1;-1565,864931;-1560,23887;-5,626061;
29.12.2023/16:45;29.12.2023/15:45;NO1;-1565,864931;-1560,23887;-5,626061;
29.12.2023/17:00;29.12.2023/16:00;NO1;-1556,24994;-1550,641605;-5,608335;
29.12.2023/17:15;29.12.2023/16:15;NO1;-1556,24994;-1550,641605;-5,608335;
29.12.2023/17:30;29.12.2023/16:30;NO1;-1556,24994;-1550,641605;-5,608335;
29.12.2023/17:45;29.12.2023/16:45;NO1;-1556,24994;-1550,641605;-5,608335;
29.12.2023/18:00;29.12.2023/17:00;NO1;-1535,30968;-1529,784124;-5,525556;
29.12.2023/18:15;29.12.2023/17:15;NO1;-1535,30968;-1529,784124;-5,525556;
29.12.2023/18:30;29.12.2023/17:30;NO1;-1535,30968;-1529,784124;-5,525556;
29.12.2023/18:45;29.12.2023/17:45;NO1;-1535,30968;-1529,784124;-5,525556;
29.12.2023/19:00;29.12.2023/18:00;NO1;-1505,72503;-1500,304781;-5,420249;
29.12.2023/19:15;29.12.2023/18:15;NO1;-1505,72503;-1500,304781;-5,420249;
29.12.2023/19:30;29.12.2023/18:30;NO1;-1505,72503;-1500,304781;-5,420249;
29.12.2023/19:45;29.12.2023/18:45;NO1;-1505,72503;-1500,304781;-5,420249;
29.12.2023/20:00;29.12.2023/19:00;NO1;-1479,369474;-1474,06003;-5,309444;
29.12.2023/20:15;29.12.2023/19:15;NO1;-1479,369474;-1474,06003;-5,309444;
29.12.2023/20:30;29.12.2023/19:30;NO1;-1479,369474;-1474,06003;-5,309444;
29.12.2023/20:45;29.12.2023/19:45;NO1;-1479,369474;-1474,06003;-5,309444;
29.12.2023/21:00;29.12.2023/20:00;NO1;-1443,491202;-1438,280934;-5,210268;
29.12.2023/21:15;29.12.2023/20:15;NO1;-1443,491202;-1438,280934;-5,210268;
29.12.2023/21:30;29.12.2023/20:30;NO1;-1443,491202;-1438,280934;-5,210268;
29.12.2023/21:45;29.12.2023/20:45;NO1;-1443,491202;-1438,280934;-5,210268;
29.12.2023/22:00;29.12.2023/21:00;NO1;-1407,775154;-1402,71161;-5,063544;
29.12.2023/22:15;29.12.2023/21:15;NO1;-1407,775154;-1402,71161;-5,063544;
29.12.2023/22:30;29.12.2023/21:30;NO1;-1407,775154;-1402,71161;-5,063544;
29.12.2023/22:45;29.12.2023/21:45;NO1;-1407,775154;-1402,71161;-5,063544;
29.12.2023/23:00;29.12.2023/22:00;NO1;-1364,657573;-1359,735767;-4,921806;
29.12.2023/23:15;29.12.2023/22:15;NO1;-1364,657573;-1359,735767;-4,921806;
29.12.2023/23:30;29.12.2023/22:30;NO1;-1364,657573;-1359,735767;-4,921806;
29.12.2023/23:45;29.12.2023/22:45;NO1;-1364,657573;-1359,735767;-4,921806;
30.12.2023/00:00;29.12.2023/23:00;NO1;-1330,781799;-1325,670669;-5,11113;
30.12.2023/00:15;29.12.2023/23:15;NO1;-1330,781799;-1325,670669;-5,11113;
30.12.2023/00:30;29.12.2023/23:30;NO1;-1330,781799;-1325,670669;-5,11113;
30.12.2023/00:45;29.12.2023/23:45;NO1;-1330,781799;-1325,670669;-5,11113;
30.12.2023/01:00;30.12.2023/00:00;NO1;-1294,531376;-1289,5773;-4,954076;
30.12.2023/01:15;30.12.2023/00:15;NO1;-1294,531376;-1289,5773;-4,954076;
30.12.2023/01:30;30.12.2023/00:30;NO1;-1294,531376;-1289,5773;-4,954076;
30.12.2023/01:45;30.12.2023/00:45;NO1;-1294,531376;-1289,5773;-4,954076;
30.12.2023/02:00;30.12.2023/01:00;NO1;-1264,286825;-1259,433034;-4,853791;
30.12.2023/02:15;30.12.2023/01:15;NO1;-1264,286825;-1259,433034;-4,853791;
30.12.2023/02:30;30.12.2023/01:30;NO1;-1264,286825;-1259,433034;-4,853791;
30.12.2023/02:45;30.12.2023/01:45;NO1;-1264,286825;-1259,433034;-4,853791;
30.12.2023/03:00;30.12.2023/02:00;NO1;-1242,043187;-1237,284879;-4,758308;
30.12.2023/03:15;30.12.2023/02:15;NO1;-1242,043187;-1237,284879;-4,758308;
30.12.2023/03:30;30.12.2023/02:30;NO1;-1242,043187;-1237,284879;-4,758308;
30.12.2023/03:45;30.12.2023/02:45;NO1;-1242,043187;-1237,284879;-4,758308;
30.12.2023/04:00;30.12.2023/03:00;NO1;-1240,015036;-1235,273599;-4,741437;
30.12.2023/04:15;30.12.2023/03:15;NO1;-1240,015036;-1235,273599;-4,741437;
30.12.2023/04:30;30.12.2023/03:30;NO1;-1240,015036;-1235,273599;-4,741437;
30.12.2023/04:45;30.12.2023/03:45;NO1;-1240,015036;-1235,273599;-4,741437;
30.12.2023/05:00;30.12.2023/04:00;NO1;-1245,189632;-1240,429108;-4,760524;
30.12.2023/05:15;30.12.2023/04:15;NO1;-1245,189632;-1240,429108;-4,760524;
30.12.2023/05:30;30.12.2023/04:30;NO1;-1245,189632;-1240,429108;-4,760524;
30.12.2023/05:45;30.12.2023/04:45;NO1;-1245,189632;-1240,429108;-4,760524;
30.12.2023/06:00;30.12.2023/05:00;NO1;-1263,685337;-1258,844488;-4,840849;
30.12.2023/06:15;30.12.2023/05:15;NO1;-1263,685337;-1258,844488;-4,840849;
30.12.2023/06:30;30.12.2023/05:30;NO1;-1263,685337;-1258,844488;-4,840849;
30.12.2023/06:45;30.12.2023/05:45;NO1;-1263,685337;-1258,844488;-4,840849;
30.12.2023/07:00;30.12.2023/06:00;NO1;-1294,480895;-1289,538667;-4,942228;
30.12.2023/07:15;30.12.2023/06:15;NO1;-1294,480895;-1289,538667;-4,942228;
30.12.2023/07:30;30.12.2023/06:30;NO1;-1294,480895;-1289,538667;-4,942228;
30.12.2023/07:45;30.12.2023/06:45;NO1;-1294,480895;-1289,538667;-4,942228;
30.12.2023/08:00;30.12.2023/07:00;NO1;-1340,303176;-1335,156054;-5,147122;
30.12.2023/08:15;30.12.2023/07:15;NO1;-1340,303176;-1335,156054;-5,147122;
30.12.2023/08:30;30.12.2023/07:30;NO1;-1340,303176;-1335,156054;-5,147122;
30.12.2023/08:45;30.12.2023/07:45;NO1;-1340,303176;-1335,156054;-5,147122;
30.12.2023/09:00;30.12.2023/08:00;NO1;-1391,116276;-1385,817806;-5,29847;
30.12.2023/09:15;30.12.2023/08:15;NO1;-1391,116276;-1385,817806;-5,29847;
30.12.2023/09:30;30.12.2023/08:30;NO1;-1391,116276;-1385,817806;-5,29847;
30.12.2023/09:45;30.12.2023/08:45;NO1;-1391,116276;-1385,817806;-5,29847;
30.12.2023/10:00;30.12.2023/09:00;NO1;-1433,49847;-1428,047443;-5,451027;
30.12.2023/10:15;30.12.2023/09:15;NO1;-1433,49847;-1428,047443;-5,451027;
30.12.2023/10:30;30.12.2023/09:30;NO1;-1433,49847;-1428,047443;-5,451027;
30.12.2023/10:45;30.12.2023/09:45;NO1;-1433,49847;-1428,047443;-5,451027;
30.12.2023/11:00;30.12.2023/10:00;NO1;-1440,374119;-1434,872323;-5,501796;
30.12.2023/11:15;30.12.2023/10:15;NO1;-1440,374119;-1434,872323;-5,501796;
30.12.2023/11:30;30.12.2023/10:30;NO1;-1440,374119;-1434,872323;-5,501796;
30.12.2023/11:45;30.12.2023/10:45;NO1;-1440,374119;-1434,872323;-5,501796;
30.12.2023/12:00;30.12.2023/11:00;NO1;-1436,509485;-1431,061466;-5,448019;
30.12.2023/12:15;30.12.2023/11:15;NO1;-1436,509485;-1431,061466;-5,448019;
30.12.2023/12:30;30.12.2023/11:30;NO1;-1436,509485;-1431,061466;-5,448019;
30.12.2023/12:45;30.12.2023/11:45;NO1;-1436,509485;-1431,061466;-5,448019;
30.12.2023/13:00;30.12.2023/12:00;NO1;-1427,945493;-1422,534459;-5,411034;
30.12.2023/13:15;30.12.2023/12:15;NO1;-1427,945493;-1422,534459;-5,411034;
30.12.2023/13:30;30.12.2023/12:30;NO1;-1427,945493;-1422,534459;-5,411034;
30.12.2023/13:45;30.12.2023/12:45;NO1;-1427,945493;-1422,534459;-5,411034;
30.12.2023/14:00;30.12.2023/13:00;NO1;-1423,604337;-1418,205383;-5,398954;
30.12.2023/14:15;30.12.2023/13:15;NO1;-1423,604337;-1418,205383;-5,398954;
30.12.2023/14:30;30.12.2023/13:30;NO1;-1423,604337;-1418,205383;-5,398954;
30.12.2023/14:45;30.12.2023/13:45;NO1;-1423,604337;-1418,205383;-5,398954;
30.12.2023/15:00;30.12.2023/14:00;NO1;-1446,864638;-1441,355696;-5,508942;
30.12.2023/15:15;30.12.2023/14:15;NO1;-1446,864638;-1441,355696;-5,508942;
30.12.2023/15:30;30.12.2023/14:30;NO1;-1446,864638;-1441,355696;-5,508942;
30.12.2023/15:45;30.12.2023/14:45;NO1;-1446,864638;-1441,355696;-5,508942;
30.12.2023/16:00;30.12.2023/15:00;NO1;-1469,02356;-1463,366024;-5,657536;
30.12.2023/16:15;30.12.2023/15:15;NO1;-1469,02356;-1463,366024;-5,657536;
30.12.2023/16:30;30.12.2023/15:30;NO1;-1469,02356;-1463,366024;-5,657536;
30.12.2023/16:45;30.12.2023/15:45;NO1;-1469,02356;-1463,366024;-5,657536;
30.12.2023/17:00;30.12.2023/16:00;NO1;-1466,121937;-1460,48049;-5,641447;
30.12.2023/17:15;30.12.2023/16:15;NO1;-1466,121937;-1460,48049;-5,641447;
30.12.2023/17:30;30.12.2023/16:30;NO1;-1466,121937;-1460,48049;-5,641447;
30.12.2023/17:45;30.12.2023/16:45;NO1;-1466,121937;-1460,48049;-5,641447;
30.12.2023/18:00;30.12.2023/17:00;NO1;-1447,320348;-1441,701736;-5,618612;
30.12.2023/18:15;30.12.2023/17:15;NO1;-1447,320348;-1441,701736;-5,618612;
30.12.2023/18:30;30.12.2023/17:30;NO1;-1447,320348;-1441,701736;-5,618612;
30.12.2023/18:45;30.12.2023/17:45;NO1;-1447,320348;-1441,701736;-5,618612;
30.12.2023/19:00;30.12.2023/18:00;NO1;-1421,831628;-1416,316509;-5,515119;
30.12.2023/19:15;30.12.2023/18:15;NO1;-1421,831628;-1416,316509;-5,515119;
30.12.2023/19:30;30.12.2023/18:30;NO1;-1421,831628;-1416,316509;-5,515119;
30.12.2023/19:45;30.12.2023/18:45;NO1;-1421,831628;-1416,316509;-5,515119;
30.12.2023/20:00;30.12.2023/19:00;NO1;-1388,002687;-1382,655756;-5,346931;
30.12.2023/20:15;30.12.2023/19:15;NO1;-1388,002687;-1382,655756;-5,346931;
30.12.2023/20:30;30.12.2023/19:30;NO1;-1388,002687;-1382,655756;-5,346931;
30.12.2023/20:45;30.12.2023/19:45;NO1;-1388,002687;-1382,655756;-5,346931;
30.12.2023/21:00;30.12.2023/20:00;NO1;-1359,960912;-1354,701065;-5,259847;
30.12.2023/21:15;30.12.2023/20:15;NO1;-1359,960912;-1354,701065;-5,259847;
30.12.2023/21:30;30.12.2023/20:30;NO1;-1359,960912;-1354,701065;-5,259847;
30.12.2023/21:45;30.12.2023/20:45;NO1;-1359,960912;-1354,701065;-5,259847;
30.12.2023/22:00;30.12.2023/21:00;NO1;-1323,106247;-1318,012988;-5,093259;
30.12.2023/22:15;30.12.2023/21:15;NO1;-1323,106247;-1318,012988;-5,093259;
30.12.2023/22:30;30.12.2023/21:30;NO1;-1323,106247;-1318,012988;-5,093259;
30.12.2023/22:45;30.12.2023/21:45;NO1;-1323,106247;-1318,012988;-5,093259;
30.12.2023/23:00;30.12.2023/22:00;NO1;-1282,776835;-1277,841171;-4,935664;
30.12.2023/23:15;30.12.2023/22:15;NO1;-1282,776835;-1277,841171;-4,935664;
30.12.2023/23:30;30.12.2023/22:30;NO1;-1282,776835;-1277,841171;-4,935664;
30.12.2023/23:45;30.12.2023/22:45;NO1;-1282,776835;-1277,841171;-4,935664;
31.12.2023/00:00;30.12.2023/23:00;NO1;-1252,29121;-1247,391754;-4,899456;
31.12.2023/00:15;30.12.2023/23:15;NO1;-1252,29121;-1247,391754;-4,899456;
31.12.2023/00:30;30.12.2023/23:30;NO1;-1252,29121;-1247,391754;-4,899456;
31.12.2023/00:45;30.12.2023/23:45;NO1;-1252,29121;-1247,391754;-4,899456;
31.12.2023/01:00;31.12.2023/00:00;NO1;-1218,987078;-1214,223842;-4,763236;
31.12.2023/01:15;31.12.2023/00:15;NO1;-1218,987078;-1214,223842;-4,763236;
31.12.2023/01:30;31.12.2023/00:30;NO1;-1218,987078;-1214,223842;-4,763236;
31.12.2023/01:45;31.12.2023/00:45;NO1;-1218,987078;-1214,223842;-4,763236;
31.12.2023/02:00;31.12.2023/01:00;NO1;-1197,501351;-1192,80478;-4,696571;
31.12.2023/02:15;31.12.2023/01:15;NO1;-1197,501351;-1192,80478;-4,696571;
31.12.2023/02:30;31.12.2023/01:30;NO1;-1197,501351;-1192,80478;-4,696571;
31.12.2023/02:45;31.12.2023/01:45;NO1;-1197,501351;-1192,80478;-4,696571;
31.12.2023/03:00;31.12.2023/02:00;NO1;-1185,745833;-1181,117542;-4,628291;
31.12.2023/03:15;31.12.2023/02:15;NO1;-1185,745833;-1181,117542;-4,628291;
31.12.2023/03:30;31.12.2023/02:30;NO1;-1185,745833;-1181,117542;-4,628291;
31.12.2023/03:45;31.12.2023/02:45;NO1;-1185,745833;-1181,117542;-4,628291;
31.12.2023/04:00;31.12.2023/03:00;NO1;-1179,438368;-1174,820015;-4,618353;
31.12.2023/04:15;31.12.2023/03:15;NO1;-1179,438368;-1174,820015;-4,618353;
31.12.2023/04:30;31.12.2023/03:30;NO1;-1179,438368;-1174,820015;-4,618353;
31.12.2023/04:45;31.12.2023/03:45;NO1;-1179,438368;-1174,820015;-4,618353;
31.12.2023/05:00;31.12.2023/04:00;NO1;-1181,249923;-1176,63794;-4,611983;
31.12.2023/05:15;31.12.2023/04:15;NO1;-1181,249923;-1176,63794;-4,611983;
31.12.2023/05:30;31.12.2023/04:30;NO1;-1181,249923;-1176,63794;-4,611983;
31.12.2023/05:45;31.12.2023/04:45;NO1;-1181,249923;-1176,63794;-4,611983;
31.12.2023/06:00;31.12.2023/05:00;NO1;-1204,433633;-1199,728788;-4,704845;
31.12.2023/06:15;31.12.2023/05:15;NO1;-1204,433633;-1199,728788;-4,704845;
31.12.2023/06:30;31.12.2023/05:30;NO1;-1204,433633;-1199,728788;-4,704845;
31.12.2023/06:45;31.12.2023/05:45;NO1;-1204,433633;-1199,728788;-4,704845;
31.12.2023/07:00;31.12.2023/06:00;NO1;-1220,067061;-1215,301074;-4,765987;
31.12.2023/07:15;31.12.2023/06:15;NO1;-1220,067061;-1215,301074;-4,765987;
31.12.2023/07:30;31.12.2023/06:30;NO1;-1220,067061;-1215,301074;-4,765987;
31.12.2023/07:45;31.12.2023/06:45;NO1;-1220,067061;-1215,301074;-4,765987;
31.12.2023/08:00;31.12.2023/07:00;NO1;-1256,846933;-1251,93293;-4,914003;
31.12.2023/08:15;31.12.2023/07:15;NO1;-1256,846933;-1251,93293;-4,914003;
31.12.2023/08:30;31.12.2023/07:30;NO1;-1256,846933;-1251,93293;-4,914003;
31.12.2023/08:45;31.12.2023/07:45;NO1;-1256,846933;-1251,93293;-4,914003;
31.12.2023/09:00;31.12.2023/08:00;NO1;-1301,759764;-1296,703509;-5,056255;
31.12.2023/09:15;31.12.2023/08:15;NO1;-1301,759764;-1296,703509;-5,056255;
31.12.2023/09:30;31.12.2023/08:30;NO1;-1301,759764;-1296,703509;-5,056255;
31.12.2023/09:45;31.12.2023/08:45;NO1;-1301,759764;-1296,703509;-5,056255;
31.12.2023/10:00;31.12.2023/09:00;NO1;-1341,255864;-1336,058133;-5,197731;
31.12.2023/10:15;31.12.2023/09:15;NO1;-1341,255864;-1336,058133;-5,197731;
31.12.2023/10:30;31.12.2023/09:30;NO1;-1341,255864;-1336,058133;-5,197731;
31.12.2023/10:45;31.12.2023/09:45;NO1;-1341,255864;-1336,058133;-5,197731;
31.12.2023/11:00;31.12.2023/10:00;NO1;-1384,49835;-1379,1137;-5,38465;
31.12.2023/11:15;31.12.2023/10:15;NO1;-1384,49835;-1379,1137;-5,38465;
31.12.2023/11:30;31.12.2023/10:30;NO1;-1384,49835;-1379,1137;-5,38465;
31.12.2023/11:45;31.12.2023/10:45;NO1;-1384,49835;-1379,1137;-5,38465;
31.12.2023/12:00;31.12.2023/11:00;NO1;-1412,360006;-1406,892243;-5,467763;
31.12.2023/12:15;31.12.2023/11:15;NO1;-1412,360006;-1406,892243;-5,467763;
31.12.2023/12:30;31.12.2023/11:30;NO1;-1412,360006;-1406,892243;-5,467763;
31.12.2023/12:45;31.12.2023/11:45;NO1;-1412,360006;-1406,892243;-5,467763;
31.12.2023/13:00;31.12.2023/12:00;NO1;-1433,669202;-1428,113301;-5,555901;
31.12.2023/13:15;31.12.2023/12:15;NO1;-1433,669202;-1428,113301;-5,555901;
31.12.2023/13:30;31.12.2023/12:30;NO1;-1433,669202;-1428,113301;-5,555901;
31.12.2023/13:45;31.12.2023/12:45;NO1;-1433,669202;-1428,113301;-5,555901;
31.12.2023/14:00;31.12.2023/13:00;NO1;-1468,183205;-1462,492817;-5,690388;
31.12.2023/14:15;31.12.2023/13:15;NO1;-1468,183205;-1462,492817;-5,690388;
31.12.2023/14:30;31.12.2023/13:30;NO1;-1468,183205;-1462,492817;-5,690388;
31.12.2023/14:45;31.12.2023/13:45;NO1;-1468,183205;-1462,492817;-5,690388;
31.12.2023/15:00;31.12.2023/14:00;NO1;-1515,51263;-1509,575412;-5,937218;
31.12.2023/15:15;31.12.2023/14:15;NO1;-1515,51263;-1509,575412;-5,937218;
31.12.2023/15:30;31.12.2023/14:30;NO1;-1515,51263;-1509,575412;-5,937218;
31.12.2023/15:45;31.12.2023/14:45;NO1;-1515,51263;-1509,575412;-5,937218;
31.12.2023/16:00;31.12.2023/15:00;NO1;-1554,621738;-1548,518105;-6,103633;
31.12.2023/16:15;31.12.2023/15:15;NO1;-1554,621738;-1548,518105;-6,103633;
31.12.2023/16:30;31.12.2023/15:30;NO1;-1554,621738;-1548,518105;-6,103633;
31.12.2023/16:45;31.12.2023/15:45;NO1;-1554,621738;-1548,518105;-6,103633;
31.12.2023/17:00;31.12.2023/16:00;NO1;-1551,873937;-1545,761294;-6,112643;
31.12.2023/17:15;31.12.2023/16:15;NO1;-1551,873937;-1545,761294;-6,112643;
31.12.2023/17:30;31.12.2023/16:30;NO1;-1551,873937;-1545,761294;-6,112643;
31.12.2023/17:45;31.12.2023/16:45;NO1;-1551,873937;-1545,761294;-6,112643;
31.12.2023/18:00;31.12.2023/17:00;NO1;-1512,806016;-1506,856781;-5,949235;
31.12.2023/18:15;31.12.2023/17:15;NO1;-1512,806016;-1506,856781;-5,949235;
31.12.2023/18:30;31.12.2023/17:30;NO1;-1512,806016;-1506,856781;-5,949235;
31.12.2023/18:45;31.12.2023/17:45;NO1;-1512,806016;-1506,856781;-5,949235;
31.12.2023/19:00;31.12.2023/18:00;NO1;-1447,837903;-1442,115418;-5,722485;
